onset	duration	delay_later	delay_sooner	amount_later	amount_sooner	choice	subjID	run	modulation
173.061442487	5.0	171.0	37.0	30.86	29.82	0	6	5	-1.7326792729713212
186.064371967	5.0	180.0	147.0	16.42	4.69	1	6	5	10.203536717227262
197.069149916	5.0	170.0	37.0	35.79	15.84	1	6	5	16.235007836487785
218.064799082	5.0	119.0	8.0	33.91	32.7	0	6	6	-1.4444484961291693
231.070474675	5.0	155.0	8.0	37.19	12.67	1	6	6	20.62028691797654
242.073187442	5.0	115.0	37.0	7.13	6.97	0	6	6	-0.22811486731481256
255.077973851	5.0	125.0	77.0	16.68	10.34	1	6	6	5.4515360269428115
270.082658858	5.0	153.0	81.0	19.71	14.85	1	6	6	3.6509420652300157
283.086326573	5.0	116.0	114.0	16.99	8.97	1	6	6	7.34862286818608
294.091087478	5.0	130.0	19.0	34.7	34.01	0	6	6	-1.9852321210360628
309.096116993	5.0	165.0	92.0	26.78	20.65	1	6	6	4.472394481009026
320.09996235200003	5.0	149.0	9.0	22.09	3.29	1	6	6	16.542161457267074
335.104898615	5.0	171.0	94.0	22.51	5.23	1	6	6	15.007126202434652
348.10925272	5.0	82.0	57.0	6.12	3.95	1	6	6	1.97198004971552
361.112120909	5.0	103.0	60.0	25.66	16.14	1	6	6	8.343521426115881
376.114853295	5.0	11.0	10.0	19.96	11.27	1	6	6	8.608196653296961
387.12002703800005	5.0	23.0	19.0	17.45	14.51	1	6	6	2.845241568118917
398.125467754	5.0	148.0	62.0	20.47	20.13	0	6	6	-0.8403525560400738
17.006880720999998	5.0	138.0	12.0	37.92	35.89	0	6	7	-1.2939630531696906
28.011524976	5.0	145.0	125.0	15.48	1.1	1	6	7	12.917317050630803
43.016605692	5.0	75.0	14.0	27.3	26.05	0	6	7	0.03342272886859732
54.021489275	5.0	179.0	14.0	23.29	3.98	1	6	7	16.522849002525703
67.022730878	5.0	173.0	11.0	27.88	26.06	0	6	7	-1.2476503125741694
82.026365031	5.0	68.0	38.0	17.68	16.12	1	6	7	1.1372528218976488
95.029351715	5.0	172.0	38.0	22.12	20.02	1	6	7	0.07622033348958013
110.03448643899999	5.0	30.0	8.0	25.08	17.04	1	6	7	7.576508725271879
125.039777601	5.0	142.0	13.0	16.04	11.87	1	6	7	2.7021868159879734
136.042426993	5.0	104.0	54.0	30.0	20.85	1	6	7	7.753719160118106
147.045322258	5.0	130.0	16.0	27.4	13.64	1	6	7	11.425593666927439
158.049936945	5.0	90.0	62.0	1.01	0.12	1	6	7	0.8298182643098627
171.054981288	5.0	109.0	24.0	32.96	29.35	1	6	7	1.5841127728773117
186.059159112	5.0	78.0	63.0	28.7	25.45	1	6	7	2.799986240494171
199.063356679	5.0	180.0	157.0	15.72	11.24	1	6	7	3.776622321162609
218.074967455	5.0	67.0	23.0	29.08	11.33	1	6	8	16.51652418284931
229.078056819	5.0	95.0	50.0	29.99	9.57	1	6	8	18.725174395820893
240.084405489	5.0	120.0	51.0	9.7	9.4	0	6	8	-0.1666869840386891
253.087830196	5.0	178.0	135.0	33.82	21.48	1	6	8	10.279940201233497
266.09326989	5.0	165.0	81.0	37.93	36.98	0	6	8	-1.1607543578980355
277.09761744900004	5.0	142.0	4.0	34.33	13.9	1	6	8	17.078661980931976
288.098872405	5.0	124.0	116.0	16.52	2.61	1	6	8	12.680311337567414
299.103818361	5.0	119.0	107.0	35.19	29.68	1	6	8	4.813268796912851
312.108220046	5.0	124.0	52.0	33.54	23.09	1	6	8	8.409407071555414
325.110850287	5.0	99.0	36.0	19.53	5.54	1	6	8	12.752183346829383
340.116282914	5.0	178.0	121.0	28.5	1.82	1	6	8	23.38985248555091
355.11878509400003	5.0	59.0	7.0	27.25	18.11	1	6	8	8.049353701227076
368.12365870699995	5.0	170.0	107.0	31.42	28.62	1	6	8	1.3375574952176343
383.128279104	5.0	52.0	38.0	10.31	6.87	1	6	8	3.237721671488287
398.133584286	5.0	168.0	85.0	36.6	35.36	0	6	8	-0.7858747782255833
218.069465598	5.0	27.0	22.0	38.99	4.14	1	7	1	31.123325725333594
233.073924204	5.0	125.0	78.0	35.78	9.85	1	7	1	15.8412383661178
244.079092966	5.0	126.0	84.0	24.96	7.56	1	7	1	10.598560079983963
259.082441391	5.0	115.0	109.0	19.09	10.82	1	7	1	5.390248499079304
274.087176728	5.0	149.0	11.0	39.39	35.12	0	7	1	-9.593616816783854
289.09004123299997	5.0	151.0	33.0	32.66	9.63	1	7	1	11.310803995145173
302.094410907	5.0	145.0	118.0	26.87	13.87	1	7	1	7.321266529405305
315.097842503	5.0	133.0	25.0	19.68	14.52	0	7	1	-0.6190440474810668
326.106048296	5.0	140.0	113.0	18.79	14.22	1	7	1	2.1481085648669964
341.110853331	5.0	173.0	145.0	17.9	17.78	0	7	1	-0.6887732471094967
352.114839974	5.0	179.0	86.0	37.48	19.26	1	7	1	7.071603365198332
363.120246151	5.0	146.0	127.0	16.15	9.35	1	7	1	3.8593055224393042
376.123113015	5.0	149.0	11.0	35.06	11.46	1	7	1	10.358753641996744
387.12682475599996	5.0	108.0	82.0	20.84	12.93	1	7	1	4.654271047943439
400.131929274	5.0	40.0	3.0	10.59	6.97	1	7	1	2.143892421621782
17.010152064	5.0	133.0	40.0	21.83	4.56	1	7	2	9.958182026225337
30.014357118000003	5.0	161.0	87.0	15.3	6.03	1	7	2	4.631026431300422
41.018759616	5.0	103.0	62.0	29.69	21.82	0	7	2	3.326184261131072
56.025253619	5.0	49.0	7.0	26.95	26.7	0	7	2	-3.686907364461831
71.029439001	5.0	155.0	16.0	29.16	29.12	0	7	2	-9.792978696128632
84.03212318899999	5.0	134.0	70.0	16.26	14.86	0	7	2	-1.1157502403320922
97.035416445	5.0	61.0	35.0	14.37	6.07	1	7	2	6.093534261949143
110.04123712799999	5.0	174.0	86.0	29.9	8.5	1	7	2	10.849332255940682
121.046279523	5.0	39.0	10.0	17.73	10.88	1	7	2	4.737107245602768
136.050228258	5.0	117.0	66.0	28.27	7.22	1	7	2	13.140250861470694
151.053020487	5.0	170.0	143.0	17.27	11.01	1	7	2	3.1451843430535495
162.05704969	5.0	134.0	116.0	5.97	4.31	1	7	2	0.9082672137307033
175.060304283	5.0	55.0	43.0	30.08	5.57	1	7	2	19.592022849731848
190.062695411	5.0	139.0	1.0	8.35	3.74	0	7	2	1.4855351398695076
201.067793087	5.0	133.0	71.0	28.48	12.77	1	7	2	8.29787438285013
218.06999335700002	5.0	116.0	33.0	30.89	29.73	0	7	3	-5.456976920150698
229.073881431	5.0	152.0	144.0	17.21	10.27	1	7	3	4.050387911523968
244.077563541	5.0	117.0	54.0	25.3	21.83	0	7	3	-0.904184322906513
257.083671891	5.0	154.0	149.0	19.78	2.99	1	7	3	10.042723016107448
270.089024164	5.0	98.0	19.0	37.34	27.51	1	7	3	0.7870297688955468
281.09165048200003	5.0	134.0	85.0	18.1	18.05	0	7	3	-1.740956579357663
292.09561430900004	5.0	50.0	20.0	38.96	37.93	0	7	3	-2.8856224177082908
305.100719762	5.0	66.0	4.0	11.96	4.73	1	7	3	4.6489513587296045
316.106557655	5.0	169.0	65.0	28.9	4.46	1	7	3	13.197187854849854
327.10897017900004	5.0	125.0	43.0	37.63	13.88	1	7	3	12.702656655643235
342.115424544	5.0	138.0	90.0	22.7	10.3	1	7	3	6.792265954018202
357.118982634	5.0	150.0	95.0	33.89	16.62	1	7	3	8.761876280308945
370.12247280099996	5.0	126.0	102.0	25.99	13.14	1	7	3	7.695946334323031
385.12592755599997	5.0	52.0	27.0	36.48	32.12	1	7	3	1.013674295375015
400.127864661	5.0	48.0	33.0	39.73	12.99	1	7	3	21.520418238262273
17.005287763	5.0	126.0	107.0	28.29	11.86	1	7	4	10.192384848106345
28.011721600999998	5.0	150.0	49.0	33.04	9.86	1	7	4	11.885337128007523
39.014808151	5.0	145.0	94.0	30.22	1.83	1	7	4	17.25240357486892
50.01933314	5.0	22.0	2.0	21.14	16.76	1	7	4	2.682679750908587
65.023896417	5.0	168.0	147.0	39.74	37.01	1	7	4	0.3884516437904857
76.027763493	5.0	92.0	31.0	36.27	9.88	1	7	4	17.21614249108537
91.031281209	5.0	163.0	64.0	16.6	4.04	1	7	4	6.562611311745184
106.03576746600001	5.0	58.0	18.0	15.28	10.66	1	7	4	2.3207255793418486
119.040825311	5.0	162.0	26.0	14.41	12.0	0	7	4	-2.320555053845961
132.045405723	5.0	90.0	21.0	12.16	3.54	1	7	4	5.5015023398373
143.052584298	5.0	85.0	16.0	21.97	11.81	1	7	4	5.008512970693356
158.055510964	5.0	102.0	5.0	37.36	36.42	0	7	4	-9.745653963313867
171.058356329	5.0	147.0	69.0	28.44	28.03	0	7	4	-4.206510041241021
184.06138627299998	5.0	100.0	28.0	23.54	15.18	1	7	4	2.8826439069469068
197.066262663	5.0	153.0	0.0	21.11	20.73	0	7	4	-8.04063692829385
218.077935753	5.0	173.0	37.0	21.89	9.91	1	7	5	3.966535978365064
233.08395591	5.0	126.0	20.0	31.02	28.92	0	7	5	-6.553289604103998
248.08863838	5.0	175.0	95.0	9.16	5.94	1	7	5	1.0007671363943933
261.093993615	5.0	140.0	47.0	9.37	1.07	1	7	5	4.941149652218954
274.101335023	5.0	135.0	57.0	21.91	17.49	0	7	5	-0.20441294805165633
285.103743604	5.0	162.0	75.0	29.34	4.8	1	7	5	13.610291260864585
296.108680027	5.0	137.0	37.0	20.47	2.45	1	7	5	10.72907929153141
309.114631196	5.0	59.0	7.0	24.03	10.24	1	7	5	9.195462875245928
320.117450235	5.0	121.0	14.0	26.56	4.39	1	7	5	13.279912830208756
331.122489945	5.0	173.0	128.0	13.55	5.85	1	7	5	3.979686330927392
342.128294266	5.0	112.0	55.0	37.61	17.98	1	7	5	10.796459290274047
357.131300913	5.0	86.0	63.0	37.57	35.77	0	7	5	-0.7301628656105024
370.138379752	5.0	129.0	66.0	39.45	34.72	1	7	5	-1.6965292205313567
385.142433659	5.0	178.0	84.0	21.31	0.96	1	7	5	11.322118713688647
400.147252476	5.0	113.0	48.0	26.12	5.69	1	7	5	12.81939288352413
17.007951528	5.0	115.0	55.0	37.86	33.51	0	7	6	-1.7953710308311095
30.01232671	5.0	146.0	31.0	32.19	19.09	1	7	6	2.8818504813819708
45.015122121000005	5.0	72.0	30.0	19.86	6.3	1	7	6	9.559305905271192
60.018437029	5.0	80.0	73.0	37.55	3.27	1	7	6	25.39355498773192
71.021575576	5.0	170.0	71.0	38.58	34.53	0	7	6	-4.193734727899724
82.026251429	5.0	36.0	23.0	34.95	34.5	1	7	6	-1.1406945451327708
95.030625586	5.0	56.0	38.0	15.86	3.96	1	7	6	9.360946782628869
108.033024899	5.0	158.0	142.0	9.17	5.32	1	7	6	2.148911921714907
123.037150195	5.0	129.0	112.0	31.32	9.69	1	7	6	13.561439376126154
138.043021699	5.0	123.0	109.0	22.38	10.96	1	7	6	7.15243562827377
153.047948215	5.0	134.0	11.0	10.83	10.64	0	7	6	-3.3062154919390387
166.052455855	5.0	44.0	4.0	31.83	25.57	1	7	6	1.595109786863766
177.05763651900003	5.0	146.0	72.0	13.47	0.21	1	7	6	8.087396637715827
188.060824312	5.0	74.0	34.0	38.52	37.87	0	7	6	-3.8424493823264285
201.065906489	5.0	165.0	39.0	5.86	5.66	0	7	6	-1.4254886869735865
17.007644583	5.0	133.0	86.0	33.75	25.43	0	8	1	1.9783004321337891
30.011928569000002	5.0	128.0	39.0	36.69	36.5	0	8	1	-8.849894706192565
45.016184241000005	5.0	76.0	31.0	35.31	27.21	1	8	1	1.2809942254308027
58.019195798999995	5.0	148.0	33.0	16.1	1.09	1	8	1	7.590930404756203
71.021164504	5.0	135.0	58.0	14.66	4.3	1	8	1	4.8901209984008585
86.02301662100001	5.0	113.0	13.0	39.27	23.15	0	8	1	1.8731213672293023
97.026224897	5.0	57.0	45.0	17.97	15.01	0	8	1	1.5653219089299686
108.031771014	5.0	89.0	44.0	25.46	23.31	0	8	1	-1.85766184528255
121.03601652799999	5.0	111.0	3.0	37.82	34.35	0	8	1	-11.100350080083007
136.043297164	5.0	124.0	114.0	17.11	9.21	1	8	1	4.328041025371232
149.048546268	5.0	153.0	93.0	19.23	16.47	0	8	1	-0.5521743806362416
164.053448352	5.0	106.0	70.0	17.4	8.39	1	8	1	4.710694968134862
175.05611990900002	5.0	121.0	89.0	35.68	26.66	1	8	1	3.2743491166873966
190.06121572400002	5.0	162.0	3.0	22.17	19.54	0	8	1	-7.9881573061237265
201.063323692	5.0	46.0	45.0	30.39	23.47	1	8	1	5.327808476639795
218.080608904	5.0	88.0	71.0	10.46	9.01	1	8	2	0.5238645020877266
231.08363829400002	5.0	116.0	47.0	21.9	17.32	0	8	2	-0.6135189930777063
246.086456534	5.0	93.0	90.0	26.88	25.36	0	8	2	0.7825491641757836
257.090324533	5.0	169.0	97.0	33.25	32.8	0	8	2	-4.228510360190175
272.094980328	5.0	97.0	50.0	36.24	27.52	1	8	2	1.7139372906408958
285.10015295799997	5.0	142.0	36.0	34.97	34.67	0	8	2	-9.654268693527715
300.105084226	5.0	178.0	53.0	20.77	17.92	0	8	2	-3.5660073466724143
311.107634116	5.0	163.0	120.0	15.8	6.58	1	8	2	4.146014365849659
326.111458852	5.0	156.0	36.0	26.46	20.32	0	8	2	-3.0683571282719093
339.113758588	5.0	175.0	6.0	35.91	33.32	0	8	2	-14.69950282428147
350.117692516	5.0	159.0	100.0	20.71	20.23	0	8	2	-2.0479555873732878
363.12332829900004	5.0	94.0	13.0	32.37	13.39	1	8	2	8.230244634846736
378.129165498	5.0	106.0	82.0	35.44	32.63	0	8	2	-0.2157517735980825
389.134887009	5.0	168.0	110.0	24.53	6.28	1	8	2	8.400929919783723
400.13961296400004	5.0	144.0	107.0	29.64	24.69	0	8	2	0.8544264765989649
17.008284291	5.0	116.0	41.0	28.46	18.27	1	8	3	2.090084458029482
30.009931080999998	5.0	129.0	37.0	35.65	19.15	1	8	3	4.3837733427793815
45.014376036	5.0	78.0	57.0	31.65	8.89	1	8	3	14.899523390937869
60.021654982	5.0	144.0	11.0	16.43	15.64	0	8	3	-5.8793033751599495
73.02618210899999	5.0	167.0	14.0	25.87	5.98	1	8	3	7.363615069920604
86.030713742	5.0	38.0	27.0	36.46	34.04	0	8	3	0.3863192881372761
97.038679235	5.0	154.0	110.0	15.64	12.48	0	8	3	0.6044959782133681
112.044687831	5.0	98.0	14.0	34.4	34.38	0	8	3	-10.091961763755268
123.049459269	5.0	115.0	28.0	7.76	3.05	0	8	3	1.9700215328188384
134.052806694	5.0	91.0	46.0	18.64	17.79	0	8	3	-1.8936862769365845
147.058171859	5.0	180.0	22.0	36.22	26.86	0	8	3	-6.357887841097121
162.059080652	5.0	147.0	15.0	19.73	19.2	0	8	3	-7.155102902438335
175.06288523599997	5.0	147.0	144.0	15.43	9.91	1	8	3	2.872647860805591
186.06685029099998	5.0	61.0	21.0	25.57	7.43	1	8	3	12.090619330401648
197.072890307	5.0	103.0	51.0	11.32	1.15	1	8	3	6.098635136670789
218.07218488	5.0	147.0	67.0	34.31	8.93	1	8	4	11.81457722652258
233.0738111	5.0	160.0	5.0	29.17	25.19	0	8	4	-9.619234744219328
248.078331705	5.0	116.0	26.0	35.99	32.38	0	8	4	-6.823994710655455
259.083569476	5.0	88.0	26.0	37.9	24.92	1	8	4	3.2073139159624624
270.086825017	5.0	87.0	53.0	10.44	8.17	1	8	4	0.6546703298473906
285.091228589	5.0	92.0	80.0	26.71	25.5	0	8	4	-0.023368516174748777
296.095201645	5.0	164.0	47.0	35.61	11.78	1	8	4	8.712152991530367
307.099155665	5.0	39.0	0.0	30.37	29.8	0	8	4	-5.221397608262283
322.102563782	5.0	143.0	63.0	17.14	11.34	0	8	4	0.9817909537724034
337.105949604	5.0	26.0	1.0	37.95	32.56	0	8	4	0.4334713766910454
348.112556284	5.0	170.0	163.0	27.5	9.08	1	8	4	8.991451167967586
361.1174145	5.0	150.0	147.0	36.62	11.68	1	8	4	13.024391465576652
374.123036823	5.0	175.0	10.0	33.8	16.67	1	8	4	0.7090473750979935
387.129135282	5.0	151.0	48.0	13.78	13.12	0	8	4	-2.9645417155596823
400.13230250199996	5.0	128.0	0.0	34.26	19.2	1	8	4	0.11945515667872897
17.009328408	5.0	179.0	30.0	39.81	16.84	1	8	5	4.8698425517588575
30.013156312	5.0	72.0	70.0	16.5	6.95	1	8	5	6.613901395269401
43.017641133000005	5.0	170.0	51.0	30.54	12.18	1	8	5	5.754884194962749
56.023219614	5.0	66.0	22.0	7.15	5.6	0	8	5	0.16870337486547893
67.025681993	5.0	133.0	52.0	14.35	13.22	0	8	5	-2.103052589777664
78.02953659399999	5.0	99.0	3.0	36.75	19.83	1	8	5	3.5186264644206133
93.035831629	5.0	178.0	27.0	29.52	27.84	0	8	5	-9.711913311050754
106.03772261799999	5.0	83.0	26.0	29.53	17.03	1	8	5	4.949453550958273
121.043076626	5.0	105.0	59.0	39.07	38.88	0	8	5	-4.757735108838752
132.045628926	5.0	166.0	59.0	23.11	22.48	0	8	5	-5.034411823123367
143.052405012	5.0	160.0	131.0	25.08	10.42	1	8	5	6.936010943415997
158.055702288	5.0	152.0	19.0	31.34	29.53	0	8	5	-10.152212822705806
171.060228552	5.0	174.0	57.0	32.37	16.02	1	8	5	3.8642475747221283
186.062588033	5.0	162.0	126.0	24.16	15.93	1	8	5	3.164992109108347
197.067319296	5.0	118.0	9.0	10.94	8.44	0	8	5	-1.6179999119973552
218.07141862	5.0	179.0	143.0	23.69	20.01	0	8	6	0.6462143609594744
233.07514093400002	5.0	128.0	105.0	22.13	18.19	1	8	6	1.349674114380523
246.080784894	5.0	168.0	166.0	33.93	23.16	1	8	6	5.27554264100279
261.084403546	5.0	48.0	9.0	12.12	9.28	1	8	6	0.5939077481842876
276.089911314	5.0	126.0	84.0	6.65	0.31	1	8	6	3.570071609187839
289.09489546099996	5.0	50.0	0.0	39.39	28.55	1	8	6	1.701441931780849
302.09903629	5.0	114.0	0.0	19.85	19.47	0	8	6	-7.715797218261525
313.104493349	5.0	123.0	27.0	31.43	11.89	1	8	6	7.808304825626971
324.110617216	5.0	99.0	19.0	37.16	28.76	1	8	6	-2.546360852016196
337.114156908	5.0	125.0	121.0	11.02	8.33	1	8	6	1.4663181058956951
348.118861814	5.0	90.0	5.0	21.18	20.79	0	8	6	-6.460593341485968
363.12355229599996	5.0	134.0	81.0	15.2	7.94	1	8	6	3.068606118942209
374.128460613	5.0	156.0	58.0	33.89	23.15	1	8	6	0.3036876243113724
387.133889221	5.0	120.0	43.0	34.19	33.6	0	8	6	-6.850818193297236
402.139850046	5.0	76.0	4.0	19.76	9.1	1	8	6	4.656658365670712
17.007309271	5.0	68.0	31.0	38.47	25.75	1	8	7	5.579506647918752
32.010575738	5.0	104.0	86.0	34.92	32.2	0	8	7	0.2552098836318599
45.015515339	5.0	112.0	7.0	27.36	22.68	0	8	7	-5.4417161358640485
58.020706458	5.0	97.0	68.0	25.69	21.48	0	8	7	0.9724952530322319
71.024890246	5.0	144.0	62.0	16.24	8.35	1	8	7	2.6098973981973046
84.029083908	5.0	71.0	1.0	34.21	32.46	0	8	7	-8.324626906022576
99.034212475	5.0	164.0	158.0	37.17	33.98	1	8	7	1.2857851772250974
110.038853962	5.0	171.0	12.0	25.12	9.37	1	8	7	3.618704275446621
121.04107525100001	5.0	176.0	141.0	35.0	33.69	0	8	7	-1.2295334502551398
132.04673554	5.0	107.0	5.0	19.52	6.77	1	8	7	5.284214994783546
145.051250273	5.0	56.0	44.0	32.73	18.38	1	8	7	9.935676933720444
160.056735138	5.0	93.0	60.0	36.2	32.76	0	8	7	-0.8667873776452275
175.06107866099998	5.0	162.0	34.0	21.72	20.1	0	8	7	-5.698134238903874
186.062064732	5.0	81.0	11.0	26.61	25.21	0	8	7	-5.772486142261535
197.06654985400002	5.0	165.0	113.0	36.32	3.98	1	8	7	15.823094462512861
218.079586202	5.0	148.0	20.0	16.38	13.22	0	8	8	-3.1472245153533773
233.085985429	5.0	141.0	14.0	28.87	27.5	0	8	8	-9.765811845186093
244.091097152	5.0	96.0	85.0	33.84	29.94	1	8	8	1.6362909661921918
257.095559607	5.0	117.0	46.0	38.04	30.33	0	8	8	-1.4476452130621595
278.10434833799997	5.0	54.0	19.0	34.28	30.54	1	8	8	-1.5479787164541392
289.108358408	5.0	112.0	20.0	28.66	11.01	1	8	8	7.270326080909596
302.112614588	5.0	50.0	49.0	36.9	31.31	1	8	8	4.181014321206604
315.117022022	5.0	164.0	14.0	28.35	26.62	0	8	8	-10.303777355919395
326.12046396200003	5.0	129.0	61.0	4.26	4.24	0	8	8	-0.7040917930493227
339.127230767	5.0	166.0	73.0	24.06	19.88	0	8	8	-1.7831142607876664
354.13073788400004	5.0	165.0	68.0	38.35	36.93	0	8	8	-6.97103293442494
365.13731466900003	5.0	148.0	8.0	14.2	3.6	1	8	8	4.062640534697975
380.14260223300005	5.0	151.0	138.0	22.7	6.97	1	8	8	8.069576038733416
395.147837542	5.0	112.0	102.0	36.32	32.68	1	8	8	1.4423721053744885
408.15183932800005	5.0	50.0	37.0	14.39	13.3	0	8	8	0.18143013819507914
17.006858249	5.0	72.0	22.0	37.03	31.43	0	9	1	-6.885259381726301
32.008460807	5.0	126.0	2.0	20.88	20.26	0	9	1	-15.57314817660573
45.010842463	5.0	101.0	31.0	28.45	23.4	0	9	1	-4.440677298662722
60.013166888	5.0	103.0	73.0	19.51	19.41	0	9	1	-0.9894589166440797
75.017205155	5.0	120.0	39.0	37.41	14.77	1	9	1	0.31253358788405006
86.02116189700001	5.0	139.0	34.0	21.92	19.84	0	9	1	-4.546500256280856
101.025669854	5.0	155.0	139.0	14.55	6.53	1	9	1	0.8265065050095999
112.030291276	5.0	160.0	70.0	35.17	17.43	0	9	1	0.025433447760364825
125.037388535	5.0	154.0	138.0	15.01	12.18	1	9	1	0.17994380025286394
136.040419447	5.0	98.0	38.0	24.54	23.76	0	9	1	-3.9954129400047966
147.044849303	5.0	154.0	152.0	35.2	20.5	1	9	1	1.6330130143117079
158.046962975	5.0	145.0	28.0	22.65	5.37	1	9	1	0.48613800299021515
171.049629405	5.0	73.0	5.0	15.07	14.45	0	9	1	-8.32320820799765
184.052274942	5.0	132.0	29.0	17.34	13.18	0	9	1	-3.0738055489426293
197.056292843	5.0	167.0	52.0	28.19	20.99	0	9	1	-2.7851850383233066
218.071903883	5.0	125.0	123.0	25.62	13.52	1	9	2	1.614708257193213
229.076845787	5.0	160.0	6.0	20.54	18.26	0	9	2	-11.73902785265052
242.080249952	5.0	119.0	90.0	28.4	25.85	0	9	2	-0.6067232102237403
253.082748808	5.0	35.0	17.0	25.16	23.03	0	9	2	-3.301197427724887
268.085904925	5.0	56.0	5.0	16.68	8.63	1	9	2	-2.551103194897144
283.092639827	5.0	171.0	19.0	23.4	14.61	0	9	2	-5.012573418103486
296.097048713	5.0	63.0	55.0	34.82	29.75	0	9	2	0.4461346204797323
311.10117709900004	5.0	142.0	69.0	38.32	25.6	0	9	2	-1.0155526278732605
322.104444885	5.0	177.0	124.0	21.71	15.65	0	9	2	0.02832426674002475
337.10997521	5.0	86.0	18.0	28.72	27.03	0	9	2	-8.760015832987154
350.11554049999995	5.0	163.0	18.0	31.8	29.98	0	9	2	-12.215460762842392
363.120577318	5.0	76.0	1.0	13.27	3.99	0	9	2	-1.0752587044058655
378.12598988300005	5.0	66.0	48.0	34.02	19.34	1	9	2	2.182604741234523
389.12980448	5.0	135.0	15.0	20.31	19.18	0	9	2	-8.290621910413906
400.134810978	5.0	179.0	177.0	24.7	12.7	1	9	2	1.1717662835169114
17.007244266	5.0	105.0	43.0	34.09	28.29	0	9	3	-3.4954356630280605
28.009847851999996	5.0	156.0	93.0	33.51	22.99	0	9	3	-0.26151181357565045
39.013614344000004	5.0	148.0	32.0	14.04	13.82	0	9	3	-3.6079352794079416
54.016467172	5.0	112.0	25.0	2.14	0.47	0	9	3	0.112209667064983
67.02077624399999	5.0	159.0	75.0	25.35	12.96	0	9	3	0.09688693800192505
82.022827552	5.0	164.0	57.0	36.27	35.35	0	9	3	-5.173910691557786
93.026643368	5.0	105.0	26.0	15.8	13.96	0	9	3	-3.5152421506994154
104.03130333700001	5.0	161.0	87.0	32.18	22.82	0	9	3	-0.703460954638317
119.03497373399999	5.0	153.0	112.0	24.61	10.25	0	9	3	1.2683035111571384
134.041240772	5.0	49.0	29.0	35.39	35.1	0	9	3	-4.04438951370388
147.044156325	5.0	152.0	25.0	24.95	23.32	0	9	3	-7.399174820662177
160.050501074	5.0	175.0	65.0	23.83	17.51	0	9	3	-1.656751971159121
175.056083138	5.0	174.0	6.0	38.02	35.79	0	9	3	-23.55322179435364
188.05887497700002	5.0	140.0	15.0	30.3	25.24	0	9	3	-10.57738007895437
201.063433251	5.0	57.0	48.0	9.82	8.37	0	9	3	0.08591600181982795
218.071041663	5.0	71.0	25.0	37.09	24.8	1	9	4	-2.874731061554421
229.076650608	5.0	180.0	144.0	31.11	5.89	1	9	4	2.349699519638138
240.081081297	5.0	94.0	47.0	32.24	15.22	0	9	4	1.0836853116202514
253.087029612	5.0	180.0	59.0	23.9	23.4	0	9	4	-3.488706188440152
268.091753202	5.0	150.0	96.0	9.96	6.95	0	9	4	-0.02732750574587195
281.09374126	5.0	110.0	85.0	26.46	12.88	1	9	4	1.5885136982096921
292.09590268200003	5.0	167.0	47.0	30.19	6.96	0	9	4	1.1230929212678729
307.100124666	5.0	160.0	70.0	10.98	3.39	0	9	4	0.4568050078595677
322.103540742	5.0	145.0	58.0	34.08	29.11	0	9	4	-3.2948088616811697
337.106171676	5.0	151.0	83.0	38.83	23.35	0	9	4	0.0005746146469629565
350.110684799	5.0	92.0	59.0	38.02	28.23	0	9	4	-0.3621470065335659
363.113051676	5.0	79.0	17.0	6.71	3.78	0	9	4	-0.6904010575992727
374.12057085099997	5.0	174.0	80.0	37.17	33.62	0	9	4	-2.8533197646699873
387.126528302	5.0	110.0	20.0	33.13	32.71	0	9	4	-11.180238234132934
402.130906804	5.0	78.0	20.0	31.26	25.24	0	9	4	-6.215179406914361
17.007304527	5.0	68.0	6.0	14.42	8.77	0	9	5	-3.487938885360202
32.010554264	5.0	87.0	64.0	36.71	36.49	0	9	5	-1.805613908210316
47.013297798	5.0	112.0	55.0	31.2	30.8	0	9	5	-3.445848059908709
62.015964108	5.0	37.0	30.0	20.44	14.84	0	9	5	1.2142006692635468
77.017237385	5.0	128.0	3.0	26.73	25.87	0	9	5	-18.886395471168445
90.02276963899999	5.0	106.0	61.0	33.6	14.94	0	9	5	1.6106193647891311
101.02508949700001	5.0	104.0	10.0	34.4	10.48	0	9	5	-1.4839615970164886
114.02893647	5.0	127.0	9.0	22.32	6.49	0	9	5	-1.4633179456160024
127.03418938899999	5.0	144.0	14.0	27.5	21.04	0	9	5	-8.979187052597503
140.042185403	5.0	137.0	70.0	36.9	36.34	0	9	5	-3.3314496111865175
151.04495198700002	5.0	179.0	146.0	16.61	6.54	1	9	5	0.8653673329563009
162.050685372	5.0	113.0	10.0	31.35	24.26	0	9	5	-11.430434288264713
177.057348693	5.0	109.0	38.0	28.32	27.18	0	9	5	-4.933006462755541
190.061565533	5.0	161.0	157.0	26.57	6.45	1	9	5	2.1681257044105684
201.06571601599998	5.0	121.0	30.0	30.67	16.43	0	9	5	-2.2170764978781774
218.07484878900001	5.0	145.0	42.0	36.69	15.28	0	9	6	-0.49278506974400127
229.077675838	5.0	139.0	133.0	31.65	18.71	1	9	6	1.508516054229902
242.08122259099997	5.0	168.0	167.0	27.04	5.45	1	9	6	2.253052914578384
257.086010705	5.0	175.0	147.0	27.83	25.41	0	9	6	-0.18641527711840755
268.09132370099996	5.0	174.0	107.0	8.31	0.48	1	9	6	0.7671375612385659
